"ID","ObjectName","AdmArea","District","ObjectAddress","Coordinates","ConsrtuctionWorkType","MainFunctional","SourceOfFinance","DevelopmentArea","FloorsAmount","ObjectStatus","CadastralNumber","GPZUDocumentNumber","GPZUDocumentDate","GPZUDocumentStatus","Permission","EntryState","EntryAddReason","FunctionalForNG"
"173194","Многоквартирный жилой дом (корпус 4.2)","Юго-Западный административный округ","район Северное Бутово","Москва, ЮЗАО, Северное Бутово, Феодосийская ул. вл. 1/9","37.577704348087,55.560287176601","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","516.13","13+1 подземный","в строительстве","77:06:0011006:5859","RU77-190000-022801","23.12.2016","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"171357","Жилой дом по адресу: г. Москва, САО, Бескудниковский р-н, мкр. 5, к. 7","Северный административный округ","Бескудниковский район","Москва, САО, Бескудниковский, Дмитровское шоссе д. 70","37.558640971107,55.859455645755","новое строительство","Многоэтажный многоквартирный дом","городской бюджет","3750","8-15-25+технический чердак+ те","в строительстве","77:09:0002026:14069","RU77-109000-004501","16.11.2011","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"163521","Больничный Храмовый корпус во имя святителя Луки (Войно-Ясенецкого)","Северо-Западный административный округ","район Щукино","Москва, СЗАО, Щукино, ул. Новикова маршала, вл. 23","37.457302536981,55.804967420270","новое строительство","Храм","внебюджетные источники","292","2","в строительстве","77:08:0009009:14","RU77-214000-003903","20.10.2011","действует","More then 1 level","активна","новый объект","Храм"
"174701","Многофункциональная общественно-жилая застройка. 2 этап строительства. Корпус 7 - ДОО на 325 мест","Западный административный округ","район Кунцево","Москва, ЗАО, район Кунцево, вблизи Мякининской поймы, кадастровый номер участка 50:20:0010112:106","37.349459705651,55.803596076561","новое строительство","Дошкольная образовательная организация","внебюджетные источники","1919.8","3","в строительстве","50:20:0010112:106","RU77145000-036959","","действует","More then 1 level","активна","новый объект","Дошкольная образовательная организация"
"26562","Жилой комплекс с нежилыми помещениями, подземной автостоянкой и отдельно стоящим детским образовательным учреждением","Восточный административный округ","район Богородское","г. Москва, ул. Краснобогатырская, вл. 38","37.702198283706,55.809491177109","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","9549.7","3-17+цокольный+1-2 подземных","в строительстве","77:03:0001003:32","RU77-113000-018837","11.02.2016","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"162226","Многоэтажный жилой дом корпус 19 (Этап 23) в составе комплексной общественно-жилой застройки","Юго-Восточный административный округ","район Люблино","Москва, ЮВАО, Люблино, Люблинская ул. вл. 72","37.734790116543,55.665870474484","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","965.5","25","в строительстве","77:04:0003010:15","RU77152000-037706","","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"120059","Многофункциональный жилой комплекс. Этап 1- подземная автостоянка","Центральный административный округ","район Якиманка","Москва, ЦАО, район Якиманка, Софийская набережная, вл. 18/8, стр. 1, вл. 20, стр. 1, вл. 24/2, стр. 1, 2, часть стр. 5; Болотная площадь, вл. 2/4, стр.1, вл. 4. стр.1, вл. 6-8, вл. 10, стр. 16, 17","37.618113655048,55.747794395420","новое строительство","Подземная стоянка","внебюджетные источники","13976","1+2 подземных","в строительстве","77:01:0002021:15","RU77-224000-022045","21.12.2016","действует","More then 1 level","активна","новый объект","Подземная стоянка"
"176621","Образовательный комплекс (ДОО на 150 мест и Школа на 350 мест)","Северо-Восточный административный округ","Бутырский район","Москва, СВАО, Бутырский, Складочная ул. вл. 1","37.591396977482,55.803942136299","новое строительство","Дошкольная образовательная организация","внебюджетные источники","1712.51","5","в строительстве","77:02:0021006:59","RU77115000-036054","","действует","More then 1 level","активна","новый объект","Дошкольная образовательная организация"
"81422","Многофункциональный Общественный Центр Шаговой Доступности ""Баку""","Северный административный округ","район Аэропорт","Москва, ул. Усиевича, вл. 12","37.528415756050,55.806399780632","реконструкция","Кинотеатр","внебюджетные источники","2915.3","5","в строительстве","77:09:0004004:17","RU77-105000-017884","14.01.2016","действует","More then 1 level","активна","новый объект","Кинотеатр"
"161321","Многоэтажный гараж-стоянка на 1160 м/мест. Корпус 10. Этапы строительства 9.1 и 9.2  в составе многоэтажного жилого комплекса. Этап строительства 9.1","Южный административный округ","район Орехово-Борисово Южное","Москва, ул. Ясеневая","37.730203391367,55.601679257546","новое строительство","Многоярусный гараж автомобилей","внебюджетные источники","3410.2","5","в строительстве","77:05:0011008:1404","RU77-173000-013442","21.03.2017","действует","More then 1 level","активна","новый объект","Многоярусный гараж автомобилей"
"162382","Жилой комплекс многоэтажных домов с подземным паркингом и нежилыми встроенными помещениями на первых этажах: в том числе дошкольная образовательная организация на 150 мест и помещения свободного назначения","Юго-Восточный административный округ","Рязанский район","Москва, Рязанский пр. вл. 26 з/у 1","37.769584996908,55.716963769236","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","7651.1","30","в строительстве","77:04:0002006:18043","RU77185000-037016","","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"105912","Физкультурно-оздоровительный комплекс с теплоэнергетической системой","Центральный административный округ","Таганский район","Москва, ЦАО, район Таганский, Наставнический пер., вл. 12","37.664228985869,55.750218019387","новое строительство","Физкультурно-оздоровительный комплекс","внебюджетные источники","743.5","4+1 подземный","в строительстве","77:01:0003001:2545","RU77-202000-019574","25.05.2016","действует","More then 1 level","активна","новый объект","Физкультурно-оздоровительный комплекс"
"114382","Мемориальный храмовый комплекс в честь святых мучеников Анатолия и Протолеона в память воинов, погибших в годы Великой Отечественной войны, с храмом-часовней святого праведного отрока Артемия Веркольского, в память погибших военных корреспондентов в Парке им. А. Боровика г. Москвы","Юго-Восточный административный округ","район Марьино","г. Москва, ул. Братиславская (парк Артема Боровика)","37.757342583968,55.660542795350","новое строительство","Храм","внебюджетные источники","972","3+1 подвальный","в строительстве","77:04:0004025:19718","RU77-155000-017307","16.11.2015","действует","More then 1 level","активна","новый объект","Храм"
"162327","Жилая застройка с объектами социальной и коммерческой инфраструктуры по адресу: г. Москва, ул. Полярная, вл. 25. Этап 8. Жилой дом корпус 6","Северо-Восточный административный округ","район Южное Медведково","Москва, СВАО, район Южное Медведково, ул. Полярная, вл. 25","37.636169643009,55.882893037290","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","1400.5","33","в строительстве","77:02:0005006:19","RU77221000-036352","","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"110080","Физкультурно-оздоровительный комплекс с бассейном","Северный административный округ","район Левобережный","Москва, САО, Левобережный, Левобережный мкр. 1Б корп. 39А","37.472550284206,55.866881443988","новое строительство","Физкультурно-оздоровительный комплекс","внебюджетные источники","1207","5","в строительстве","77:09:0001006:11524","RU77-147000-016313","16.09.2015","действует","More then 1 level","активна","новый объект","Физкультурно-оздоровительный комплекс"
"162284","Многоэтажный жилой дом корпус 12 (Этап 18) в составе комплексной общественно-жилой застройки","Юго-Восточный административный округ","район Люблино","Москва, ЮВАО, Люблино, Люблинская ул. вл. 72","37.734780967257,55.666109614039","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","4709.77","25","в строительстве","77:04:0003010:15","RU77152000-037706","","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"139721","Высотный многофункциональный комплекс с жилыми помещениями (2-й этап строительства)","Северо-Западный административный округ","район Хорошёво-Мнёвники","Москва, СЗАО, Хорошево-Мневники, Хорошево-Мневники кв. 75, корп. 6 (ул. Народного Ополчения, вл. 15, корп. 2, 3, 4)","37.473910181120,55.773720082294","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","11105","58","в строительстве","77:08:0010011:7102","RU77-212000-021109","27.07.2016","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"169122","Реконструкция корпуса № 5 на территории ФГКУ ""33 ЦНИИИ""","Центральный административный округ","Басманный район","Бригадирский пер., д. 13","37.681977636739,55.766664592248","новое строительство","Научно-исследовательский институт","городской бюджет","42452","","в строительстве","77:01:0003012:18","RU77-107000-024600","01.06.2017","действует","More then 1 level","активна","новый объект","Научно-исследовательский институт"
"83731","Лабораторно-диагностический центр","Западный административный округ","район Тропарёво-Никулино","Москва, ЗАО, район Тропарево-Никулино, ул. Академика Анохина, вл. 34, корп. 3","37.466215559832,55.660360634396","новое строительство","Центр (медицинский, мануальной терапии, консультативно-диагностический и иной)","внебюджетные источники","684","1","в строительстве","77:07:0014007:68","RU77-207000-019627","29.04.2016","действует","More then 1 level","активна","новый объект","Центр (медицинский, мануальной терапии, консультативно-диагностический и иной)"
"162331","Жилая застройка с объектами социальной и коммерческой инфраструктуры по адресу: г. Москва, ул. Полярная, вл.25. Этап 9. Жилой комплекс в составе корпусов 2.1, 2.3 с подземной стоянкой автомобилей и инженерными сетями","Северо-Восточный административный округ","район Южное Медведково","Москва, СВАО, район Южное Медведково, ул. Полярная, вл. 25","37.634247668402,55.880657275960","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","4102.6","35","в строительстве","77:02:0005006:20","RU77221000-036348","","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"102440","Жилой комплекс с подземной автостоянкой и встроенными нежилыми помещениями","Восточный административный округ","район Преображенское","Москва, ВАО, Преображенское, ул. Лермонтовская, вл. 17","37.714454076979,55.803320336867","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","3078","20","в строительстве","77:03:0003024:54","RU77-180000-008302","11.10.2013","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"134332","Жилая застройка с объектами социальной и коммерческой инфраструктуры. Этапы 1, 2, 3, 4. Жилой комплекс с подземными стоянками автомобилей и встроенно-пристроенными ДОО. Этапы: 1 и 2.","Северо-Восточный административный округ","район Марьина Роща","Москва, СВАО, район Бутырский, ул. Складочная, вл. 6","37.599176045357,55.801622835199","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","9828","14","в строительстве","77:02:0021006:53","RU77-154000-020176","30.08.2016","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"113974","Комплекс многофункциональных зданий с апартаментами и встроенно-пристроенным ДОУ","Северный административный округ","район Беговой","г. Москва, ул. Правды, вл. 24","37.585503881342,55.787224160159","новое строительство","Объект предоставления услуг средств размещения для краткосрочного проживания иного типа","внебюджетные источники","3808","21","в строительстве","77:09:0004021:122","RU77-108000-022257","17.10.2016","действует","More then 1 level","активна","новый объект","Объект предоставления услуг средств размещения для краткосрочного проживания"
"81246","Многофункциональный Общественный Центр шаговой доступности ""Киргизия"". Реконструкция кинотеатра ""Киргизия""","Восточный административный округ","район Новогиреево","Москва, ВАО, Новогиреево, Зеленый проспект, д. 81","37.820422222572,55.751880927995","реконструкция","Многофункциональный развлекательный центр","внебюджетные источники","4992.45","4 + подз. эт. + подз. автост. ","в строительстве","77:03:0006020:3","RU77-168000-018280","23.11.2015","действует","More then 1 level","активна","новый объект","Многофункциональный развлекательный центр"
"81232","Реконструкция Цеха по производству детской молочной продукции","Северный административный округ","район Восточное Дегунино","Москва, САО, Восточное Дегунино, Дмитровское шоссе д. 108А стр. 1","37.547842388786,55.884109240668","реконструкция","Объект производства пищевых продуктов, включая напитки","внебюджетные источники","10480.3","2","в строительстве","77:09:0002006:12","RU77-120000-003626","29.12.2012","действует","More then 1 level","активна","новый объект","Промышленно-производственный объект"
"162601","Реставрация с приспособлением объекта культурного наследия для современного использования","Центральный административный округ","Мещанский район","Москва, ЦАО, Мещанский, Кузнецкий мост ул. д. 12/3 стр. 1,2","37.621521218670,55.761488080750","реконструкция","Торговый центр, торговый комплекс","внебюджетные источники","3461","5","в строительстве","77:01:0001040:2360","RU77158000-032419","18.08.2017","действует","More then 1 level","активна","новый объект","Торговый центр, торговый комплекс"
"100797","Реконструкция «Кондитерско-булочного комбината «Простор».","Юго-Восточный административный округ","район Выхино-Жулебино","г. Москва, ул. Скрябина Академика, вл. 9","37.797775059969,55.710752713961","реконструкция","Объект производства пищевых продуктов, включая напитки","внебюджетные источники","16393.35","6+подвал","в строительстве","77:04:0002012:96","RU77-122000-007803","25.03.2013","действует","More then 1 level","активна","новый объект","Промышленно-производственный объект"
"123064","""Техническое перевооружение и реконструкция проектного потенциала и производства перспективных элементов РЭВ и другого оборудования кораблей"" открытого акционерного общества ""Концерн ""Моринформсистема - Агат"" г. Москва","Восточный административный округ","район Соколиная Гора","Москва, ВАО, район Соколиная гора, шоссе Энтузиастов, д. 29","37.743346962560,55.757308705371","реконструкция","Объект производства судов, летательных и космических аппаратов и прочих транспортных средств","федеральный бюджет","18450","","в строительстве","77:03:0004007:16","RU77-196000-015472","22.05.2015","действует","More then 1 level","активна","новый объект","Промышленно-производственный объект"
"37936","Гостиница с культурно-досуговым комплексом","Центральный административный округ","Пресненский район","Москва, ул.  Дружинниковская, вл. 15","37.575203631533,55.759755177466","новое строительство","Гостиница","внебюджетные источники","6710","22","в строительстве","77:01:0004030:33","RU77-181000-003038","23.12.2010","действует","More then 1 level","активна","новый объект","Гостиница"
"157235","Объект социального обслуживания","Северный административный округ","Войковский район","г. Москва, Войковский район, Ленинградское шоссе д. 52А","37.486363490717,55.836917157268","новое строительство","Храм","внебюджетные источники","129.2","2","в строительстве","77:09:0001021:37","RU77-118000-023860","01.02.2017","действует","More then 1 level","активна","новый объект","Храм"
"164521","""Складской комплекс ""СИТИ-БОКС""","Юго-Западный административный округ","Академический район","Москва, ЮЗАО, Академический, Вавилова ул. вл. 57А стр. 11","37.561131117959,55.688426203881","новое строительство","Склад","внебюджетные источники","1202.4","1","в строительстве","77:06:0003002:1000","RU77101000-039427","","действует","More then 1 level","активна","новый объект",""
"95204","Реконструкция корпусов 1Б-2; 1Б-3; 1Б-4 ФГБУН ""Объединенный институт высоких температур Российской академии наук (ОИВТ РАН) по адресу: г.Москва, ул.Лобненская, владение 19""","Северный административный округ","Дмитровский район","Москва, ул. Лобненская, вл. 19","37.519608978291,55.891490168002","реконструкция","Научно-исследовательский институт","внебюджетные источники","1520.2","1-4","в строительстве","77:09:0002013:1001","RU77127000-034620","","действует","More then 1 level","активна","новый объект","Научно-исследовательский институт"
"162122","Жилая застройка с объектами социальной инфраструктуры. 1 этап - жилой дом, корпус 1","Юго-Восточный административный округ","Рязанский район","Москва, ЮВАО, Рязанский, Институтская 2-я ул.","37.776160071079,55.723613757130","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","1750.21","33","в строительстве","77:04:0002007:13733","RU77185000-037235","","действует","More then 1 level","активна","новый объект",""
"120088","Комплекс апартаментов","Юго-Восточный административный округ","район Лефортово","Москва, Золоторожский пр., вл. 5А","37.682789610416,55.750562846107","новое строительство","Апарт-отель","внебюджетные источники","3154","16","в строительстве","77:04:0001011:3707","RU77148000-041806","","действует","More then 1 level","активна","новый объект","Апарт-отель"
"16978","Реконструкция подземного сооружения. Первый этап. Реконструкция объекта. Подэтап 1.2","Центральный административный округ","Тверской район","Москва, ЦАО, район  Тверской, ул. Варварка, д. 6, соор. 1","37.632034048766,55.750011174199","реконструкция","Объект гражданской обороны, защиты от чрезвычайных ситуаций","городской бюджет","","","в строительстве","77:01:0001013:4790","RU77-203000-012684","19.01.2015","аннулирован","More then 1 level","активна","новый объект","Объект гражданской обороны, защиты от чрезвычайных ситуаций"
"172802","Гостиничный комплекс с подземной автостоянкой","Западный административный округ","район Проспект Вернадского","Москва, ЗАО, Проспект Вернадского, Ленинский просп. вл. 90/2","37.518953287567,55.672928361109","новое строительство","Гостиница","внебюджетные источники","4240.6","2-8+1 цокольный/2 подземных","в строительстве","77:07:0013007:21543","RU77182000-038405","","действует","More then 1 level","активна","новый объект","Гостиница"
"88149","Гостиница","Центральный административный округ","район Хамовники","Москва, ЦАО, район Хамовники, ул. Малая Пироговская, вл. 14, стр. 2, 6","37.567474703808,55.728679965099","новое строительство","Гостиница","внебюджетные источники","1331.8","9","в строительстве","77:01:0005008:1006","RU77-210000-020576","30.06.2016","действует","More then 1 level","активна","новый объект","Гостиница"
"108710","Строительство учебного корпуса, включая проектно-изыскательские работы, федерального государственного бюджетного учреждения ""Федеральный научно-клинический центр специализированных видов медицинской помощи и медицинских технологий Федерального медико-биологического агентства"" (г. Москва)","Южный административный округ","район Зябликово","Москва, ЮАО, район Зябликово, Ореховый бульвар, вл. 28","37.763671522063,55.616404618761","новое строительство","Образовательная организация высшего образования","федеральный бюджет","1635.55","2","в строительстве","77:05:0011013:43","RU77-133000-016911","21.08.2015","действует","More then 1 level","активна","новый объект","Образовательная организация высшего образования"
"8162","Московский государственный академический художественный институт имени В.И. Сурикова (2-я очередь)","Центральный административный округ","Таганский район","Москва, ЦАО, район Таганский, Товарищеский переулок, вл. 30, стр. 1,1А, 9","37.667040111336,55.743684061434","новое строительство","Образовательная организация высшего образования","федеральный бюджет","955.2","5","в строительстве","77:01:0006027:69","RU77-202000-002643","25.10.2010","действует","More then 1 level","активна","новый объект","Образовательная организация высшего образования"
"82432","Многофункциональный общественный центр шаговой доступности «Рига». Реконструкция кинотеатра «Рига».","Северо-Восточный административный округ","район Марфино","Москва, СВАО, Марфино, ул. Ботаническая, вл. 39а","37.583971327378,55.845059567707","реконструкция","Многофункциональный торгово-развлекательный центр","внебюджетные источники","2250","2 + подвал","в строительстве","77:02:0017001:4693","RU77-153000-018198","17.11.2015","действует","More then 1 level","активна","новый объект","Многофункциональный торгово-развлекательный центр"
"153621","Второй этап строительства храмового комплекса Покрова Пресвятой Богородицы (дом причта)","Южный административный округ","район Орехово-Борисово Южное","Москва, ЮАО, Орехово-Борисово Южное, Тамбовская улица, пересечение с ул. Ясеневая","37.744475123875,55.606720298335","новое строительство","Дом причта","внебюджетные источники","284","2","в строительстве","77:05:0011009:14737","RU77-173000-015597","08.06.2015","действует","More then 1 level","активна","новый объект","Дом причта"
"114802","Многофункциональное здание с апартаментами","Северный административный округ","район Беговой","г. Москва, 1-я ул. Ямского Поля, влд. 28, стр. 3","37.585608668125,55.783195183411","новое строительство","Апарт-отель","внебюджетные источники","1385.9","21+ 3 подз.","в строительстве","77:09:0004021:202","RU77-108000-011586","20.04.2014","действует","More then 1 level","активна","новый объект","Апарт-отель"
"122034","Многофункциональный жилой комплекс (Лот 9, Лот 10) с подземной автостоянкой","Южный административный округ","Даниловский район","Москва, ЮАО, Даниловский, ул. Автозаводская, вл. 23, участок № 34","37.640518269364,55.698585020957","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","9430.5","40","в строительстве","77:05:0002004:3251","RU77126000-037008","","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"121174","Реконструкция под гостиничный комплекс с апартаментами с устройством подземной автостоянки","Центральный административный округ","район Хамовники","Москва, ЦАО, район Хамовники, ул. Зубовская, вл. 7, ул. Россолимо, вл. 4","37.583819696239,55.737154255014","реконструкция","Гостиница","внебюджетные источники","4220","1-5-6+2подземных","в строительстве","77:01:0005014:8","RU77-210000-014496","25.02.2015","действует","More then 1 level","активна","новый объект","Гостиница"
"169121","Павильон Металлургия (бывший Казахской ССР), 1954 архитекторы: Басен о в Т.К., Петров И.М., Куприянов Н.В.""","Северо-Восточный административный округ","Останкинский район","г. Москва, Мира просп., д.119, стр.11","37.629115307560,55.830191072730","реконструкция","Выставочный зал","внебюджетные источники","2894","5","в строительстве","77:02:0018011:6139","RU77-174000-007631","16.05.2013","действует","More then 1 level","активна","новый объект","Выставочный зал"
"162483","Многофункциональный жилой комплекс с подземной автостоянкой. Корпус 2","Северо-Восточный административный округ","Останкинский район","Москва, СВАО, район Останкинский, ул Бочкова, вл. 11а","37.625821388806,55.809806924863","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","6191.77","10-11-24-35+1-2 подз","в строительстве","77:02:0022014:2","RU77174000-031826","07.08.2017","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"176514","Комплекс зданий и сооружений ""Московская гребная база ""Динамо"" (2 этап)","Северо-Западный административный округ","район Хорошёво-Мнёвники","Москва, СЗАО, Хорошево-Мневники, Таманская ул. вл. 1 стр. 3","37.438858586653,55.776260543638","новое строительство","База гребная","внебюджетные источники","1606.31","2-3+1 подземный","в строительстве","77:08:0013003:145","RU77-212000-021594","19.09.2016","действует","More then 1 level","активна","новый объект","База гребная"
"172785","Логистический центр на территории 12-га. 1-я очередь строительства. контрольно-пропускной пункт","Новомосковский административный округ","поселение Марушкинское","Москва, ЗАО, Внуково, Москва, пос. Марушкинское , ОНО ""ОПХ"" Толстопальцево","37.226987060252,55.588126236018","новое строительство","Логистический центр","внебюджетные источники","36433.5","1-2","в строительстве","77:18:0171014:1","RU77237000-042112","","действует","More then 1 level","активна","новый объект","Логистический центр"
"164422","Жилой дом башенного типа корпус 1","Западный административный округ","район Кунцево","Москва, ЗАО, район Кунцево, ул. Франко Ивана","37.434499415838,55.728292484815","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","785.2","26","в строительстве","77:07:0004008:9727","RU77145000-036063","","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"127303","Многофункциональный гаражный комплекс","Западный административный округ","район Крылатское","Москва, ЗАО, район Крылатское, ул. Крылатская, вл. 13","37.428040208272,55.768613481962","новое строительство","Многоярусный гараж автомобилей","внебюджетные источники","4750","7+1цокольный","в строительстве","77:07:0001003:1002","RU77142000-033083","","действует","More then 1 level","активна","новый объект","Многоярусный гараж автомобилей"
"83981","Реконстукция АЗС","Южный административный округ","Донской район","Москва, ЮАО, Донской, ул. Малая Тульская, вл. 54","37.615997660534,55.702146957940","реконструкция","Автозаправочная станция","внебюджетные источники","463.28","1","в строительстве","77:05:0001012:8","RU77-128000-015252","20.04.2015","действует","More then 1 level","активна","новый объект","Автозаправочная станция"
"164804","Средняя образовательная школа (СОШ) на 550 мест (корпус 10). Шестой этап строительства","Северо-Восточный административный округ","район Отрадное","Москва, Отрадное, Высоковольтный пр.","37.601509154437,55.875360809168","новое строительство","Дошкольная образовательная организация","внебюджетные источники","3338.3","3","в строительстве","77:02:0007001:7668","RU77-175000-022342","19.10.2016","действует","More then 1 level","активна","новый объект","Дошкольная образовательная организация"
"121063","Реставрация с приспособлением объекта культурного наследия регионального значения ""Главный дом городской усадьбы конца XVIII-XIX вв.""","Центральный административный округ","Пресненский район","Москва, ЦАО, Пресненский, Вознесенский пер. д. 18","37.606560270719,55.760033405067","реконструкция","Многоэтажный многоквартирный дом","внебюджетные источники","638","3","в строительстве","77:01:0001044:3686","RU77181000-040700","","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"167757","Инженерно-Промышленный корпус, этап: 1 Этап. Инженерная подготовка и подземное сооружение.","Южный административный округ","район Нагатино-Садовники","Москва, пр. 1-1 Нагатинский, вл. 10","37.631806689513,55.678486666431","новое строительство","Подземная стоянка","внебюджетные источники","2088","","в строительстве","77:05:0004003:112","RU77-163000-020944","29.07.2016","действует","More then 1 level","активна","новый объект","Подземная стоянка"
"162281","Многоэтажный жилой дом корпус 26 (Этап 14) в составе комплексной общественно-жилой застройки","Юго-Восточный административный округ","район Люблино","Москва, ЮВАО, Люблино, Люблинская ул. вл. 72","37.734567444134,55.665968539541","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","965.5","25","в строительстве","77:04:0003010:15","RU77152000-037706","","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
"119050","АЗС №189 ООО ""Татнефть-АЗС-Запад""","Юго-Западный административный округ","район Ясенево","г. Москва, МКАД, 38 км, вл. 10","37.510014003100,55.598160417954","реконструкция","Автозаправочная станция","внебюджетные источники","620.4","1","в строительстве","77:06:0009011:24","RU77226000-035588","","действует","More then 1 level","активна","новый объект","Автозаправочная станция"
"162641","Многофункциональный комплекс (с жильем, подземным паркингом и объектами инфраструктуры) на земельном участке с кадастровым номером 77:01:0004036:2213 (Участок № 3)","Центральный административный округ","Пресненский район","Москва, ЦАО, район Пресненский, ул. 2-я Звенигородская, вл. 12, стр. 9, 11, 12, 13, 14, 15, 17, 29, 32, 33","37.556464581090,55.761461209746","новое строительство","Многоэтажный многоквартирный дом","внебюджетные источники","6004.81","21","в строительстве","77:01:0004036:2213","RU77181000-035410","","действует","More then 1 level","активна","новый объект","Многоэтажный многоквартирный дом"
